,,,,,,,revenue_per_person,customer_type 
,,,,,,,606,Transient
,,,,,,,295.75,Transient
,,,,,,,233.625,Transient
,,,,,,,540.33,Transient-Party
,,,,,,,540.33,Transient-Party
,,,,,,,717.5,Transient
,,,,,,,546.255,Transient
,,,,,,,85.95,Transient
,,,,,,,82,Transient
,,,,,,,134,Transient
,,,,,,,250,Transient
,,,,,,,208,Transient
,,,,,,,90.5,Transient
,,,,,,,258,Transient
,,,,,,,236.385,Transient
,,,,,,,423.5,Transient
,,,,,,,492,Transient
,,,,,,,217.08,Transient
,,,,,,,558,Transient
,,,,,,,717.5,Transient
,,,,,,,539,Transient
,,,,,,,702.485,Transient
,,,,,,,441,Transient
,,,,,,,236.6,Transient
,,,,,,,483.7525,Transient
,,,,,,,798,Transient
,,,,,,,310.3333333,Transient
,,,,,,,717.5,Transient
,,,,,,,469,Transient
,,,,,,,418.95,Transient
,,,,,,,318.325,Contract
,,,,,,,483,Transient
,,,,,,,469,Transient
,,,,,,,1384,Transient
,,,,,,,1076.985,Transient
,,,,,,,97.5,Transient
,,,,,,,63.655,Transient
,,,,,,,67,Transient
,,,,,,,138,Transient
,,,,,,,211.5,Transient
,,,,,,,315.495,Transient
,,,,,,,422,Transient
,,,,,,,308,Transient
,,,,,,,363.5,Transient
,,,,,,,506.25,Transient
,,,,,,,538.14,Transient
,,,,,,,498,Transient
,,,,,,,606,Transient
,,,,,,,516,Transient
,,,,,,,415.5,Transient
,,,,,,,364,Transient
,,,,,,,465.5,Transient
,,,,,,,374.5,Transient
,,,,,,,455,Transient
,,,,,,,539,Transient
,,,,,,,372.4,Transient
,,,,,,,931,Transient-Party
,,,,,,,1680,Transient-Party
,,,,,,,0,Transient
,,,,,,,254,Transient
,,,,,,,288,Transient
,,,,,,,331.5,Transient
,,,,,,,120.6,Transient
,,,,,,,316.5,Transient
,,,,,,,369,Transient
,,,,,,,322.5,Transient
,,,,,,,512.5,Transient
,,,,,,,441.21,Transient
,,,,,,,321.6,Transient
,,,,,,,537.3,Transient
,,,,,,,493.95,Transient
,,,,,,,400,Transient
,,,,,,,402,Transient
,,,,,,,407.75,Transient
,,,,,,,332.5,Transient
,,,,,,,457.3333333,Transient
,,,,,,,649.495,Transient
,,,,,,,700,Transient
,,,,,,,700,Transient
,,,,,,,929.5,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,134,Transient
,,,,,,,211,Transient
,,,,,,,134,Transient
,,,,,,,180.9,Transient
,,,,,,,180.9,Transient
,,,,,,,337.5,Transient
,,,,,,,328,Transient
,,,,,,,241.2,Transient
,,,,,,,308,Transient
,,,,,,,414,Transient
,,,,,,,535,Transient
,,,,,,,465,Transient-Party
,,,,,,,385,Transient
,,,,,,,270.5,Transient
,,,,,,,465,Transient-Party
,,,,,,,723,Transient
,,,,,,,962.255,Transient
,,,,,,,548.555,Transient
,,,,,,,548.555,Transient
,,,,,,,335,Transient
,,,,,,,335,Transient
,,,,,,,738.5,Transient
,,,,,,,669,Transient
,,,,,,,474.2,Transient
,,,,,,,1176,Transient
,,,,,,,388.23,Transient
,,,,,,,343.07,Transient
,,,,,,,422.1,Transient
,,,,,,,191,Transient-Party
,,,,,,,63.66666667,Transient
,,,,,,,126,Transient-Party
,,,,,,,235.62,Transient
,,,,,,,387.495,Transient
,,,,,,,422,Transient
,,,,,,,422,Transient
,,,,,,,466.235,Transient
,,,,,,,694,Transient
,,,,,,,909.5,Transient-Party
,,,,,,,454.75,Transient-Party
,,,,,,,454.75,Transient-Party
,,,,,,,335,Transient
,,,,,,,844.2,Transient
,,,,,,,86,Transient
,,,,,,,92.225,Transient
,,,,,,,52.66666667,Transient
,,,,,,,92.225,Transient
,,,,,,,120.6,Transient
,,,,,,,171.21,Transient
,,,,,,,253.2,Contract
,,,,,,,267.495,Transient
,,,,,,,191.25,Transient
,,,,,,,267.495,Transient
,,,,,,,392,Transient
,,,,,,,175.82,Transient
,,,,,,,527.5,Transient
,,,,,,,468,Transient
,,,,,,,385,Transient
,,,,,,,1215,Transient
,,,,,,,370.3333333,Transient-Party
,,,,,,,405,Transient
,,,,,,,891,Transient
,,,,,,,375.2,Contract
,,,,,,,0,Transient
,,,,,,,50.75,Transient
,,,,,,,86.5,Transient
,,,,,,,86,Transient-Party
,,,,,,,60.3,Transient
,,,,,,,86,Transient-Party
,,,,,,,177.6,Transient
,,,,,,,236,Transient
,,,,,,,135.5,Transient
,,,,,,,232,Transient
,,,,,,,223,Transient
,,,,,,,178.67,Transient
,,,,,,,266,Transient
,,,,,,,391,Transient
,,,,,,,334.5,Transient
,,,,,,,418,Transient
,,,,,,,415,Transient
,,,,,,,489.5,Transient
,,,,,,,534.3333333,Transient-Party
,,,,,,,373.3333333,Transient
,,,,,,,931,Transient
,,,,,,,337.05,Transient
,,,,,,,374.5,Transient
,,,,,,,458.5,Transient
,,,,,,,182.5,Transient
,,,,,,,314,Transient
,,,,,,,468,Transient
,,,,,,,242.5,Transient
,,,,,,,314,Transient
,,,,,,,396,Transient
,,,,,,,346.6666667,Transient
,,,,,,,305.75,Transient
,,,,,,,218.6666667,Transient
,,,,,,,332.5,Transient
,,,,,,,337.5,Transient-Party
,,,,,,,332.5,Transient
,,,,,,,744,Transient-Party
,,,,,,,418.4,Transient
,,,,,,,321,Transient
,,,,,,,897.99,Transient-Party
,,,,,,,365.05,Transient
,,,,,,,472.5,Transient
,,,,,,,521.5,Transient
,,,,,,,374.5,Transient
,,,,,,,472.5,Transient
,,,,,,,472.5,Transient
,,,,,,,340.0833333,Transient
,,,,,,,464.1,Transient
,,,,,,,702.485,Transient
,,,,,,,695.485,Transient
,,,,,,,381.5,Transient
,,,,,,,355.775,Transient
,,,,,,,744,Transient
,,,,,,,426.6666667,Transient
,,,,,,,660.485,Transient
,,,,,,,749,Transient
,,,,,,,1637.46,Transient
,,,,,,,172,Transient-Party
,,,,,,,172,Transient
,,,,,,,92.5,Transient
,,,,,,,172,Transient-Party
,,,,,,,172,Transient-Party
,,,,,,,92.225,Transient
,,,,,,,97.5,Group
,,,,,,,172,Transient-Party
,,,,,,,172,Transient-Party
,,,,,,,76.5,Transient
,,,,,,,92.225,Transient
,,,,,,,92.225,Transient
,,,,,,,92.5,Transient
,,,,,,,108.54,Transient
,,,,,,,231,Transient
,,,,,,,496,Transient
,,,,,,,301.06,Transient
,,,,,,,301.06,Transient
,,,,,,,539,Transient
,,,,,,,522.6433333,Transient
,,,,,,,539,Transient
,,,,,,,539,Transient
,,,,,,,616,Transient
,,,,,,,481.5,Transient
,,,,,,,481.5,Transient
,,,,,,,615.265,Transient
,,,,,,,938,Transient
,,,,,,,335,Transient
,,,,,,,457.5,Transient-Party
,,,,,,,298.8,Transient
,,,,,,,275.1833333,Transient
,,,,,,,349,Transient
,,,,,,,402,Transient-Party
,,,,,,,527.1,Transient
,,,,,,,458.85,Transient
,,,,,,,469,Transient
,,,,,,,436.3333333,Transient
,,,,,,,465.5,Transient
,,,,,,,355.775,Transient
,,,,,,,465.5,Transient
,,,,,,,840,Transient
,,,,,,,465.5,Transient-Party
,,,,,,,465.5,Transient
,,,,,,,465.5,Transient-Party
,,,,,,,357.3333333,Transient
,,,,,,,439.5,Transient
,,,,,,,303,Transient
,,,,,,,319.5,Transient
,,,,,,,86.275,Transient
,,,,,,,86,Transient
,,,,,,,258,Transient
,,,,,,,319.5,Transient
,,,,,,,447.5,Transient
,,,,,,,590,Transient
,,,,,,,344.505,Transient
,,,,,,,270.4,Transient
,,,,,,,182.25,Transient
,,,,,,,288.9,Transient-Party
,,,,,,,288.9,Transient-Party
,,,,,,,301.5,Transient
,,,,,,,412.16,Transient
,,,,,,,314.755,Transient
,,,,,,,436.3333333,Transient
,,,,,,,670,Transient
,,,,,,,598.75,Transient
,,,,,,,0,Transient
,,,,,,,51,Transient
,,,,,,,332,Transient
,,,,,,,248.3333333,Transient
,,,,,,,384,Transient
,,,,,,,301.5,Transient
,,,,,,,367.3333333,Transient
,,,,,,,1687,Transient
,,,,,,,843.5,Transient
,,,,,,,422,Transient
,,,,,,,335,Transient
,,,,,,,843.5,Transient
,,,,,,,36,Transient
,,,,,,,882,Transient
,,,,,,,891,Transient
,,,,,,,0,Transient
,,,,,,,158.5,Transient
,,,,,,,0,Transient
,,,,,,,200,Transient
,,,,,,,160.5,Transient
,,,,,,,244.845,Transient
,,,,,,,444.14,Transient
,,,,,,,801.5,Transient
,,,,,,,465.5,Transient
,,,,,,,738,Transient
,,,,,,,442,Transient
,,,,,,,134,Transient
,,,,,,,163.35,Transient
,,,,,,,171.9,Transient
,,,,,,,171.9,Transient
,,,,,,,213.5,Transient
,,,,,,,187.5,Transient
,,,,,,,267.495,Transient
,,,,,,,353.5,Transient
,,,,,,,307.5,Transient
,,,,,,,335,Transient
,,,,,,,365,Transient
,,,,,,,480,Transient
,,,,,,,549,Transient
,,,,,,,708,Transient
,,,,,,,573,Transient
,,,,,,,534.99,Transient
,,,,,,,496,Transient
,,,,,,,660.485,Transient
,,,,,,,430.64,Transient
,,,,,,,608.3233333,Transient
,,,,,,,777,Transient
,,,,,,,611.485,Transient
,,,,,,,534.15,Transient
,,,,,,,525.825,Transient
,,,,,,,647.75,Transient
,,,,,,,57.33333333,Transient
,,,,,,,86,Transient
,,,,,,,82,Transient
,,,,,,,539.49,Transient
,,,,,,,602,Transient
,,,,,,,561.505,Transient
,,,,,,,521.5,Transient
,,,,,,,469,Transient
,,,,,,,512.05,Transient
,,,,,,,564.41,Contract
,,,,,,,456.05,Transient
,,,,,,,465.5,Transient
,,,,,,,434.5833333,Transient
,,,,,,,568.015,Transient
,,,,,,,775.005,Transient-Party
,,,,,,,621.495,Transient
,,,,,,,465.5,Transient
,,,,,,,623,Transient
,,,,,,,512.05,Transient
,,,,,,,582.6666667,Transient
,,,,,,,683.505,Transient
,,,,,,,741.5,Transient
,,,,,,,192.6,Transient-Party
,,,,,,,332,Transient
,,,,,,,240.75,Transient-Party
,,,,,,,248.3333333,Transient
,,,,,,,455.85,Transient
,,,,,,,383.34,Transient
,,,,,,,316.5,Transient
,,,,,,,224.1,Transient
,,,,,,,402,Transient
,,,,,,,422,Transient
,,,,,,,323.75,Transient
,,,,,,,411,Transient
,,,,,,,335,Transient
,,,,,,,335,Transient
,,,,,,,286.25,Transient
,,,,,,,248.75,Transient
,,,,,,,562.5,Transient
,,,,,,,582,Transient
,,,,,,,448.2,Transient
,,,,,,,545.195,Contract
,,,,,,,460.95,Transient
,,,,,,,611.485,Transient
,,,,,,,355.775,Transient
,,,,,,,480.6666667,Transient
,,,,,,,469,Transient
,,,,,,,604.5,Transient
,,,,,,,469,Transient
,,,,,,,1387.9,Transient
,,,,,,,610,Transient
,,,,,,,397.145,Transient
,,,,,,,99.5,Transient
,,,,,,,76.5,Transient
,,,,,,,77.66666667,Transient
,,,,,,,76.5,Transient
,,,,,,,192,Transient
,,,,,,,132.6,Transient
,,,,,,,171.9,Transient
,,,,,,,154,Transient
,,,,,,,258,Transient
,,,,,,,286.5,Transient
,,,,,,,296.5,Transient
,,,,,,,328,Transient
,,,,,,,386,Transient
,,,,,,,326.75,Transient
,,,,,,,332.3333333,Transient
,,,,,,,524,Transient
,,,,,,,498.5,Transient
,,,,,,,904.98,Transient
,,,,,,,1163.43,Transient
,,,,,,,581.715,Transient
,,,,,,,668.8,Transient
,,,,,,,345.975,Transient
,,,,,,,457.3333333,Transient
,,,,,,,246,Transient
,,,,,,,231,Transient
,,,,,,,328.995,Transient
,,,,,,,334.6666667,Transient
,,,,,,,325.5,Transient
,,,,,,,569.01,Transient
,,,,,,,744.52,Transient
,,,,,,,1267.04,Transient
,,,,,,,747,Transient
,,,,,,,670.5,Transient
,,,,,,,516.5,Transient
,,,,,,,60.3,Transient
,,,,,,,112.5,Transient
,,,,,,,0,Transient
,,,,,,,48.25,Transient
,,,,,,,48.15,Transient-Party
,,,,,,,68.85,Transient
,,,,,,,56,Transient
,,,,,,,233.7,Transient
,,,,,,,347,Transient
,,,,,,,347,Transient
,,,,,,,258.3,Transient
,,,,,,,480.5,Transient
,,,,,,,456.2325,Transient
,,,,,,,611.985,Transient
,,,,,,,105.5,Transient
,,,,,,,76.5,Transient
,,,,,,,154,Transient
,,,,,,,201,Transient
,,,,,,,157.67,Transient
,,,,,,,177.3333333,Transient
,,,,,,,224.68,Transient
,,,,,,,249,Transient
,,,,,,,214,Transient
,,,,,,,177.3333333,Transient
,,,,,,,477.5,Transient
,,,,,,,431.5,Transient
,,,,,,,238.5,Contract
,,,,,,,360.81,Transient
,,,,,,,414.015,Transient
,,,,,,,264.355,Contract
,,,,,,,28,Transient
,,,,,,,28,Transient
,,,,,,,316.365,Contract
,,,,,,,363.6733333,Transient
,,,,,,,414.015,Transient
,,,,,,,57.5,Transient
,,,,,,,55.35,Transient-Party
,,,,,,,55.35,Transient-Party
,,,,,,,40.12666667,Transient
,,,,,,,195,Transient
,,,,,,,120.6,Transient
,,,,,,,117.3333333,Transient
,,,,,,,120.6,Transient
,,,,,,,112.05,Transient
,,,,,,,120.3666667,Transient
,,,,,,,179,Transient
,,,,,,,90.5,Transient
,,,,,,,183,Transient
,,,,,,,146.25,Transient
,,,,,,,276,Transient
,,,,,,,228,Transient
,,,,,,,191.505,Transient-Party
,,,,,,,191.505,Transient-Party
,,,,,,,114.13,Transient
,,,,,,,170.55,Transient
,,,,,,,180.9,Transient
,,,,,,,82.5,Transient
,,,,,,,80.4,Transient
,,,,,,,164,Transient
,,,,,,,416,Transient
,,,,,,,333,Transient
,,,,,,,252.9,Transient
,,,,,,,326.5,Transient
,,,,,,,435,Transient
,,,,,,,316,Transient
,,,,,,,329.49,Transient
,,,,,,,212.505,Transient
,,,,,,,525,Transient
,,,,,,,345.205,Contract
,,,,,,,581.49,Transient
,,,,,,,527.485,Transient
,,,,,,,244.35,Transient
,,,,,,,332.255,Transient
,,,,,,,341.25,Transient
,,,,,,,553.995,Transient
,,,,,,,262,Transient
,,,,,,,164,Transient
,,,,,,,134,Transient
,,,,,,,146,Transient
,,,,,,,309.54,Transient
,,,,,,,154.77,Transient
,,,,,,,82,Transient
,,,,,,,285,Transient-Party
,,,,,,,155,Transient
,,,,,,,338,Transient
,,,,,,,372.5,Transient
,,,,,,,351,Transient
,,,,,,,280,Transient
,,,,,,,346.5,Transient
,,,,,,,364.5,Transient
,,,,,,,430.01,Transient
,,,,,,,523.6,Transient
,,,,,,,511,Transient
,,,,,,,77,Transient
,,,,,,,69,Transient
,,,,,,,103.5,Transient
,,,,,,,193.995,Transient
,,,,,,,172.8,Transient
,,,,,,,107.58,Transient
,,,,,,,213.6,Contract
,,,,,,,143.38,Transient
,,,,,,,340.5,Transient
,,,,,,,336.99,Transient
,,,,,,,336.99,Transient
,,,,,,,473.01,Transient
,,,,,,,288.75,Transient
,,,,,,,794.01,Transient
,,,,,,,564.515,Transient
,,,,,,,587.51,Transient
,,,,,,,360.745,Transient
,,,,,,,564.515,Transient
,,,,,,,577.8,Transient
,,,,,,,46.43,Transient
,,,,,,,85.33333333,Transient
,,,,,,,115.2,Transient
,,,,,,,161.1,Transient
,,,,,,,180.495,Transient
,,,,,,,190.005,Transient
,,,,,,,195.495,Transient
,,,,,,,113.19,Transient
,,,,,,,144.495,Transient
,,,,,,,117.83,Transient
,,,,,,,180.495,Transient
,,,,,,,98,Transient
,,,,,,,155.5,Transient
,,,,,,,245.2,Contract
,,,,,,,211,Transient
,,,,,,,253.6,Transient
,,,,,,,480,Transient
,,,,,,,361.5,Transient
,,,,,,,442.015,Transient
,,,,,,,438.75,Transient
,,,,,,,624.525,Transient
,,,,,,,61.5,Transient
,,,,,,,98,Transient
,,,,,,,226.5,Transient
,,,,,,,202.005,Transient
,,,,,,,153,Transient
,,,,,,,206.505,Transient
,,,,,,,222,Transient
,,,,,,,246,Transient
,,,,,,,119,Transient
,,,,,,,310,Transient
,,,,,,,218,Transient
,,,,,,,316,Transient
,,,,,,,320,Transient
,,,,,,,113,Transient
,,,,,,,113,Transient
,,,,,,,232.8,Transient
,,,,,,,320,Transient
,,,,,,,232.8,Transient
,,,,,,,664.2,Transient
,,,,,,,353.605,Contract
,,,,,,,422.485,Transient
,,,,,,,579.04,Transient
,,,,,,,458.5,Transient
,,,,,,,422.485,Transient
,,,,,,,387.485,Transient
,,,,,,,544,Transient
,,,,,,,372,Transient-Party
,,,,,,,456.76,Transient-Party
,,,,,,,744,Transient
,,,,,,,434.75,Transient
,,,,,,,678,Transient
,,,,,,,580.16,Contract
,,,,,,,134,Transient
,,,,,,,155,Transient-Party
,,,,,,,146,Transient
,,,,,,,155,Transient-Party
,,,,,,,308.5,Transient
,,,,,,,179.225,Transient
,,,,,,,179.225,Transient
,,,,,,,351.6566667,Transient
,,,,,,,199.5,Transient-Party
,,,,,,,267.75,Transient
,,,,,,,306,Transient
,,,,,,,131.4,Transient
,,,,,,,135.6,Transient
,,,,,,,132.3,Transient-Party
,,,,,,,132.3,Transient-Party
,,,,,,,32.75,Transient
,,,,,,,132.3,Transient-Party
,,,,,,,211,Transient
,,,,,,,240,Transient-Party
,,,,,,,132.3,Transient-Party
,,,,,,,132.3,Transient
,,,,,,,132.3,Transient-Party
,,,,,,,0,Group
,,,,,,,219,Contract
,,,,,,,289.8,Transient
,,,,,,,159,Contract
,,,,,,,166,Contract
,,,,,,,246,Transient-Party
,,,,,,,0,Transient
,,,,,,,508.5,Transient-Party
,,,,,,,553.5,Transient
,,,,,,,498,Transient-Party
,,,,,,,397.5,Contract
,,,,,,,397.5,Transient
,,,,,,,278.25,Contract
,,,,,,,320.11,Transient
,,,,,,,382.5,Transient
,,,,,,,437.36,Contract
,,,,,,,62.05,Transient
,,,,,,,58.95,Transient
,,,,,,,71.5,Transient
,,,,,,,65.5,Transient
,,,,,,,85.33333333,Transient-Party
,,,,,,,167,Transient
,,,,,,,153,Transient
,,,,,,,172,Transient
,,,,,,,123,Transient
,,,,,,,146,Transient
,,,,,,,119.25,Contract
,,,,,,,350.4,Contract
,,,,,,,232.5,Transient
,,,,,,,119.25,Contract
,,,,,,,202.5,Transient
,,,,,,,350.4,Contract
,,,,,,,234.6666667,Transient
,,,,,,,302.5,Transient
,,,,,,,420,Transient
,,,,,,,307.5,Transient
,,,,,,,607.52,Transient
,,,,,,,344.25,Transient
,,,,,,,524,Contract
,,,,,,,915,Transient
,,,,,,,360,Transient
,,,,,,,341.25,Transient
,,,,,,,71.75,Transient
,,,,,,,108.6666667,Transient
,,,,,,,369,Transient
,,,,,,,513,Transient
,,,,,,,513,Transient
,,,,,,,429,Transient
,,,,,,,0,Group
,,,,,,,546,Transient
,,,,,,,139.5,Transient
,,,,,,,226,Transient
,,,,,,,359.66,Transient
,,,,,,,343,Transient
,,,,,,,395.5,Transient
,,,,,,,376.25,Transient
,,,,,,,436.8,Contract
,,,,,,,535.5,Transient
,,,,,,,458.5,Transient
,,,,,,,390.25,Transient
,,,,,,,343,Transient
,,,,,,,430.5,Transient
,,,,,,,306,Transient
,,,,,,,492,Transient
,,,,,,,443.25,Transient
,,,,,,,487.5,Transient-Party
,,,,,,,487.5,Transient-Party
,,,,,,,438.75,Transient
,,,,,,,585.9,Transient
,,,,,,,642.39,Contract
,,,,,,,0,Transient
,,,,,,,128,Transient
,,,,,,,98,Transient
,,,,,,,107.535,Transient
,,,,,,,229,Transient
,,,,,,,74.5,Transient
,,,,,,,61.5,Transient
,,,,,,,294.5,Transient
,,,,,,,245,Transient
,,,,,,,330,Transient
,,,,,,,312,Contract
,,,,,,,245,Transient
,,,,,,,445,Transient
,,,,,,,384,Transient
,,,,,,,438,Transient
,,,,,,,393,Transient
,,,,,,,294,Transient
,,,,,,,322,Transient
,,,,,,,238.5,Contract
,,,,,,,442.015,Transient
,,,,,,,369.25,Transient
,,,,,,,485.66,Transient
,,,,,,,363.475,Transient
,,,,,,,278.25,Transient
,,,,,,,263.6666667,Transient
,,,,,,,570.5,Transient
,,,,,,,376.25,Contract
,,,,,,,341.25,Transient
,,,,,,,452,Transient
,,,,,,,330.75,Transient
,,,,,,,698.6,Contract
,,,,,,,559.8,Contract
,,,,,,,382.745,Transient
,,,,,,,582.05,Transient
,,,,,,,0,Group
,,,,,,,155.2,Transient
,,,,,,,289.8,Transient
,,,,,,,402.5,Transient
,,,,,,,327.5,Transient
,,,,,,,327.5,Transient
,,,,,,,313.3333333,Transient
,,,,,,,192.87,Transient
,,,,,,,294,Transient
,,,,,,,369,Transient
,,,,,,,821.03,Transient
,,,,,,,343,Transient
,,,,,,,0,Transient
,,,,,,,379.8,Transient
,,,,,,,417.5,Transient
,,,,,,,131,Transient
,,,,,,,126.705,Transient
,,,,,,,126.705,Transient
,,,,,,,126.705,Transient
,,,,,,,312,Transient
,,,,,,,196,Transient
,,,,,,,235.8,Transient
,,,,,,,196,Transient
,,,,,,,355.355,Contract
,,,,,,,341.39,Contract
,,,,,,,320.25,Transient
,,,,,,,452,Transient
,,,,,,,412.65,Transient
,,,,,,,465.5,Transient
,,,,,,,535.5,Contract
,,,,,,,146,Transient
,,,,,,,73,Transient
,,,,,,,80,Transient
,,,,,,,34.25,Transient
,,,,,,,73,Transient
,,,,,,,124.8,Contract
,,,,,,,131,Transient
,,,,,,,219,Transient
,,,,,,,134,Transient
,,,,,,,260.07,Transient
,,,,,,,311,Transient
,,,,,,,394.2,Transient
,,,,,,,466.2,Transient
,,,,,,,206.5,Contract
,,,,,,,267.75,Transient
,,,,,,,246,Transient-Party
,,,,,,,417.015,Transient
,,,,,,,369,Transient-Party
,,,,,,,577,Transient
,,,,,,,396,Transient
,,,,,,,162,Transient
,,,,,,,174.1,Transient
,,,,,,,141.96,Contract
,,,,,,,239.4,Transient
,,,,,,,147.6,Transient
,,,,,,,174.1,Transient
,,,,,,,174.1,Transient
,,,,,,,206.1,Transient
,,,,,,,382.5,Transient
,,,,,,,201.39,Transient
,,,,,,,421.505,Transient
,,,,,,,65.5,Transient
,,,,,,,0,Transient
,,,,,,,50.30666667,Transient
,,,,,,,82,Group
,,,,,,,50.30666667,Transient
,,,,,,,156,Transient
,,,,,,,247.9166667,Transient
,,,,,,,246.68,Contract
,,,,,,,297.5,Transient
,,,,,,,292.25,Transient
,,,,,,,171.08,Contract
,,,,,,,257.25,Transient
,,,,,,,456.75,Contract
,,,,,,,532,Transient
,,,,,,,174.1,Transient
,,,,,,,591,Transient
,,,,,,,330.75,Contract
,,,,,,,351.05,Contract
,,,,,,,112.42,Transient
,,,,,,,65.5,Transient
,,,,,,,34.25,Transient
,,,,,,,52.4,Transient
,,,,,,,58.95,Transient
,,,,,,,134,Transient
,,,,,,,113,Transient
,,,,,,,138.5,Transient
,,,,,,,146,Transient
,,,,,,,133,Transient
,,,,,,,153,Transient
,,,,,,,98.25,Group
,,,,,,,202.5,Transient
,,,,,,,278,Transient
,,,,,,,201.25,Contract
,,,,,,,206.325,Contract
,,,,,,,269.885,Transient
,,,,,,,342.965,Contract
,,,,,,,258.75,Contract
,,,,,,,89,Transient
,,,,,,,38.25,Transient
,,,,,,,283,Transient
,,,,,,,72,Transient-Party
,,,,,,,236.52,Transient
,,,,,,,199.8,Transient
,,,,,,,387,Transient
,,,,,,,246,Transient
,,,,,,,406.35,Transient
,,,,,,,335.51,Transient
,,,,,,,239.575,Transient
,,,,,,,0,Group
,,,,,,,458.99,Transient
,,,,,,,650.25,Contract
,,,,,,,185.85,Transient
,,,,,,,61.5,Transient
,,,,,,,110.7,Transient
,,,,,,,110.7,Transient
,,,,,,,255.5,Transient
,,,,,,,221.5,Transient
,,,,,,,182,Transient-Party
,,,,,,,245.5,Transient
,,,,,,,182,Transient-Party
,,,,,,,331.5,Transient
,,,,,,,310,Transient
,,,,,,,346.5,Transient
,,,,,,,267.5,Transient
,,,,,,,210.6,Transient
,,,,,,,231.525,Contract
,,,,,,,326.235,Transient
,,,,,,,212.4,Contract
,,,,,,,292.05,Group
,,,,,,,420,Transient
,,,,,,,396.9,Contract
,,,,,,,556.5,Transient
,,,,,,,514.5,Contract
,,,,,,,117,Transient
,,,,,,,198,Transient
,,,,,,,180,Transient
,,,,,,,183.75,Transient
,,,,,,,532.075,Transient
,,,,,,,300.2,Transient
,,,,,,,193,Transient
,,,,,,,402,Transient
,,,,,,,230.01,Transient
,,,,,,,301.5,Transient
,,,,,,,267,Transient
,,,,,,,380,Transient
,,,,,,,724.57,Transient
,,,,,,,1148,Contract
,,,,,,,120,Transient
,,,,,,,73,Transient
,,,,,,,0,Transient-Party
,,,,,,,136.8,Transient
,,,,,,,139.475,Transient
,,,,,,,259.5,Transient
,,,,,,,297,Transient
,,,,,,,427.49,Transient
,,,,,,,315.49,Transient
,,,,,,,259.5,Transient
,,,,,,,330.75,Transient
,,,,,,,482.16,Contract
,,,,,,,558.975,Transient
,,,,,,,501.62,Transient
,,,,,,,37,Transient
,,,,,,,37,Transient
,,,,,,,33.3,Transient
,,,,,,,4,Transient
,,,,,,,31,Transient
,,,,,,,39.5,Transient
,,,,,,,65,Transient
,,,,,,,58.5,Transient
,,,,,,,110,Transient
,,,,,,,74,Transient
,,,,,,,129,Transient
,,,,,,,96.75,Transient
,,,,,,,193.5,Transient
,,,,,,,96.75,Transient
,,,,,,,124.5,Transient
,,,,,,,111,Transient
,,,,,,,155.5,Transient
,,,,,,,148,Transient
,,,,,,,166.5,Transient
,,,,,,,300.5,Transient
,,,,,,,230,Transient
,,,,,,,299.25,Contract
,,,,,,,249.2,Transient
,,,,,,,244.5,Transient
,,,,,,,249.2,Transient
,,,,,,,623,Transient
,,,,,,,311.5,Transient
,,,,,,,233.1,Transient
,,,,,,,35.6,Contract
,,,,,,,66.6,Transient
,,,,,,,0,Transient
,,,,,,,55.5,Transient
,,,,,,,53.1,Transient
,,,,,,,83,Transient
,,,,,,,260,Transient-Party
,,,,,,,260,Transient-Party
,,,,,,,260,Transient-Party
,,,,,,,260,Transient-Party
,,,,,,,260,Transient-Party
,,,,,,,185,Transient
,,,,,,,222.5,Transient
,,,,,,,207.5,Transient
,,,,,,,260,Transient-Party
,,,,,,,296,Transient-Party
,,,,,,,296.485,Transient
,,,,,,,207.2,Transient
